identity	ext	track	path	npages	ink_sum	ink_per_page	ink_max_page	max_page_no	major_pages	note	max_page_hint	prior_mentions	prior_rounds
069_Blue_modern_balance_sheet_Use_this_template_6b4d70d3__xlsx	xlsx	sheets	sheets/chartset-010/xlsx/069_Blue_modern_balance_sheet_Use_this_template_6b4d70d3.xlsx	4	0.03	0.0075	0.03	1	0	ok		0	
082_Project_to_do_list_28f80082__xlsx	xlsx	sheets	sheets/chartset-007/xlsx/082_Project_to_do_list_28f80082.xlsx	2	0.03	0.0150	0.02	2	0	ok		0	
Allegiant_Company_Profile_with_History__docx	docx	words	words/done-016/docx/Allegiant_Company_Profile_with_History.docx	3	0.03	0.0100	0.03	1	0	ok		2	words-continuous-header-r70;words-continuous-r72
Bull01-06-Reserve Training Standards__doc	doc	words	words/done-002/doc/Bull01-06-Reserve Training Standards.doc	6	0.03	0.0050	0.03	3	0	ok		0	
Copy of EASA-IFP-WEBLISTNOODATA-ListsofBASAapprovals(WEB)_ListofValidUSBASAorganisations_2023-01-13-04-33-14__xlsx	xlsx	sheets	sheets/done-012/xlsx/Copy of EASA-IFP-WEBLISTNOODATA-ListsofBASAapprovals(WEB)_ListofValidUSBASAorganisations_2023-01-13-04-33-14.xlsx	245	0.03	0.0001	0.02	60	0	ok		0	
How-to-Write-an-Architecture-Document-for-a-Technology-Service__docx	docx	words	words/done-004/docx/How-to-Write-an-Architecture-Document-for-a-Technology-Service.docx	3	0.03	0.0100	0.02	2	0	ok		0	
Interview-mit-Manfred1-Müller__docx	docx	words	words/done-002/docx/Interview-mit-Manfred1-Müller.docx	2	0.03	0.0150	0.02	1	0	ok		0	
LHD-230-application-for-the-approval-of-an-aircraftr__doc	doc	words	words/done-006/doc/LHD-230-application-for-the-approval-of-an-aircraftr.doc	2	0.03	0.0150	0.02	1	0	ok		1	words-r58
Praktikastellen_-_chinesischsprachiger_Kulturraum__xls	xls	sheets	sheets/done-005/xls/Praktikastellen_-_chinesischsprachiger_Kulturraum.xls	34	0.03	0.0009	0.03	21	0	ok		7	dotnet;probes;quantise-r120;underline-r118
Technical Report and Technical Update Guidelines__docx	docx	words	words/done-005/docx/Technical Report and Technical Update Guidelines.docx	4	0.03	0.0075	0.03	3	0	ok		1	slides-r59
Temp16__doc	doc	words	words/done-003/doc/Temp16.doc	2	0.03	0.0150	0.02	1	0	ok		1	dotnet
Theft-Restitution-Letter-Vancouver-ASC-2005__doc	doc	words	words/done-005/doc/Theft-Restitution-Letter-Vancouver-ASC-2005.doc	1	0.03	0.0300	0.03	1	0	ok		0	
eTAR_External_Web_tool_Tip_Sheet_mh__docx	docx	words	words/done-011/docx/eTAR_External_Web_tool_Tip_Sheet_mh.docx	4	0.03	0.0075	0.03	4	0	ok		1	dotnet
003_advanced_powerpoint_line__pptx	pptx	slides	slides/chartset-003/pptx/003_advanced_powerpoint_line.pptx	1	0.02	0.0200	0.02	1	0	ok		11	slides-r60;slides-r62;slides-r63
007_advanced_excel_bubble__xlsx	xlsx	sheets	sheets/chartset-002/xlsx/007_advanced_excel_bubble.xlsx	3	0.02	0.0067	0.01	1	0	ok		0	
011_advanced_powerpoint_line__pptx	pptx	slides	slides/chartset-003/pptx/011_advanced_powerpoint_line.pptx	1	0.02	0.0200	0.02	1	0	ok		0	
027_advanced_powerpoint_line__pptx	pptx	slides	slides/chartset-003/pptx/027_advanced_powerpoint_line.pptx	1	0.02	0.0200	0.02	1	0	ok		5	slides-r59;slides-r60;slides-r62;slides-r63
031_advanced_excel_bubble__xlsx	xlsx	sheets	sheets/chartset-003/xlsx/031_advanced_excel_bubble.xlsx	3	0.02	0.0067	0.01	1	0	ok		1	sheets-r58
032_Venn_Diagram_Template_Brown_Theme_d5b549f0__docx	docx	words	words/chartset-010/docx/032_Venn_Diagram_Template_Brown_Theme_d5b549f0.docx	1	0.02	0.0200	0.02	1	0	ok		0	
042_Business_monthly_budget_4e4d092f__xlsx	xlsx	sheets	sheets/chartset-011/xlsx/042_Business_monthly_budget_4e4d092f.xlsx	4	0.02	0.0050	0.02	1	0	ok		1	numfmt-r68
051_Manufacturer_defect_analysis_53db27ea__xlsx	xlsx	sheets	sheets/chartset-008/xlsx/051_Manufacturer_defect_analysis_53db27ea.xlsx	1	0.02	0.0200	0.02	1	0	ok		4	chart-rest-r104;sheets-r50-chartex
076_Storyboard_Template_Gray_Theme_1e5fd5e5__docx	docx	words	words/chartset-014/docx/076_Storyboard_Template_Gray_Theme_1e5fd5e5.docx	1	0.02	0.0200	0.02	1	0	ok		0	
082_Printable_Graph_Paper_Template_Colored_Background_9092cf9b__docx	docx	words	words/chartset-009/docx/082_Printable_Graph_Paper_Template_Colored_Background_9092cf9b.docx	1	0.02	0.0200	0.02	1	0	ok		0	
086_Simple_grey_invoice_Use_this_template_063b3773__xlsx	xlsx	sheets	sheets/chartset-010/xlsx/086_Simple_grey_invoice_Use_this_template_063b3773.xlsx	1	0.02	0.0200	0.02	1	0	ok		0	
087_Printable_Graph_Paper_Template_Green_Theme_0c14ea04__docx	docx	words	words/chartset-005/docx/087_Printable_Graph_Paper_Template_Green_Theme_0c14ea04.docx	2	0.02	0.0100	0.02	1	0	ok		1	chart-text-metafile
095_Business_Case_Template_Easy_Format_61de7128__docx	docx	words	words/chartset-012/docx/095_Business_Case_Template_Easy_Format_61de7128.docx	1	0.02	0.0200	0.02	1	0	ok		0	
1528039320__docx	docx	words	words/done-004/docx/1528039320.docx	1	0.02	0.0200	0.02	1	0	ok		5	words-cell-anchor;words-version-screen
DRX-Ascend System Course Description__docx	docx	words	words/done-003/docx/DRX-Ascend System Course Description.docx	2	0.02	0.0100	0.01	1	0	ok		1	dotnet
Geo_Abschlussarbeiten__xlsx	xlsx	sheets	sheets/done-001/xlsx/Geo_Abschlussarbeiten.xlsx	3	0.02	0.0067	0.01	1	0	ok		0	
SectorAdvisoryGroupandStrategyBoards__xls	xls	sheets	sheets/done-005/xls/SectorAdvisoryGroupandStrategyBoards.xls	7	0.02	0.0029	0.01	3	0	ok		0	
UAS-SGI_waiver_approval_request_form__docx	docx	words	words/done-008/docx/UAS-SGI_waiver_approval_request_form.docx	2	0.02	0.0100	0.02	1	0	ok		3	dotnet;words-ink-r67
Writing a technical report (SCE subject guide)__docx	docx	words	words/done-010/docx/Writing a technical report (SCE subject guide).docx	4	0.02	0.0050	0.01	1	0	ok		2	words-r54;words-r55
ZenithAviation_AuctionList__xls	xls	sheets	sheets/done-006/xls/ZenithAviation_AuctionList.xls	33	0.02	0.0006	0.02	24	0	ok		0	
healthcare-reform-nsa-consumer-bulletin__docx	docx	words	words/done-005/docx/healthcare-reform-nsa-consumer-bulletin.docx	4	0.02	0.0050	0.01	1	0	ok		0	
policy-pesentation__ppt	ppt	slides	slides/done-001/ppt/policy-pesentation.ppt	16	0.02	0.0013	0.01	10	0	ok		0	
011_advanced_excel_pie__xlsx	xlsx	sheets	sheets/chartset-002/xlsx/011_advanced_excel_pie.xlsx	3	0.01	0.0033	0.01	1	0	ok		17	dotnet;ods-track-r88;sheets-r59;sheets-r60;sheets-r61;sheets-r62
018_advanced_powerpoint_column__pptx	pptx	slides	slides/chartset-004/pptx/018_advanced_powerpoint_column.pptx	1	0.01	0.0100	0.01	1	0	ok		0	
019_advanced_excel_pie__xlsx	xlsx	sheets	sheets/chartset-004/xlsx/019_advanced_excel_pie.xlsx	3	0.01	0.0033	0.01	1	0	ok		15	clip-seats-r97;dotnet;ods-track-r88;sheets-r59;sheets-r60;sheets-r61
027_advanced_excel_pie__xlsx	xlsx	sheets	sheets/chartset-002/xlsx/027_advanced_excel_pie.xlsx	3	0.01	0.0033	0.01	1	0	ok		13	dotnet;ods-track-r88;sheets-r59;sheets-r60;sheets-r61;sheets-r62
031_Venn_Diagram_Template_Blue_Theme_a9e417b8__docx	docx	words	words/chartset-012/docx/031_Venn_Diagram_Template_Blue_Theme_a9e417b8.docx	1	0.01	0.0100	0.01	1	0	ok		0	
034_Personal_net_worth_calculator_f7b8fb57__xlsx	xlsx	sheets	sheets/chartset-008/xlsx/034_Personal_net_worth_calculator_f7b8fb57.xlsx	7	0.01	0.0014	0.01	1	0	ok		0	
038_Venn_Diagram_Template_Off_White_and_Blue_Theme_9dff385e__docx	docx	words	words/chartset-013/docx/038_Venn_Diagram_Template_Off_White_and_Blue_Theme_9dff385e.docx	1	0.01	0.0100	0.01	1	0	ok		0	
040_Venn_Diagram_Template_Three_Circle_80f32f5e__docx	docx	words	words/chartset-011/docx/040_Venn_Diagram_Template_Three_Circle_80f32f5e.docx	1	0.01	0.0100	0.01	1	0	ok		0	
046_Cost_analysis_with_Pareto_chart_7db5ef69__xlsx	xlsx	sheets	sheets/chartset-008/xlsx/046_Cost_analysis_with_Pareto_chart_7db5ef69.xlsx	1	0.01	0.0100	0.01	1	0	ok		1	sheets-r62
050_Financial_vision_d44241e1__xlsx	xlsx	sheets	sheets/chartset-007/xlsx/050_Financial_vision_d44241e1.xlsx	1	0.01	0.0100	0.01	1	0	ok		0	
077_Inventory_list_with_highlighting_Use_this_template_36d8d57a__xlsx	xlsx	sheets	sheets/chartset-011/xlsx/077_Inventory_list_with_highlighting_Use_this_template_36d8d57a.xlsx	1	0.01	0.0100	0.01	1	0	ok		1	sheets-r52-condvalue
080_Printable_Graph_Paper_Template_Black_Theme_6b066be1__docx	docx	words	words/chartset-007/docx/080_Printable_Graph_Paper_Template_Black_Theme_6b066be1.docx	1	0.01	0.0100	0.01	1	0	ok		0	
080_Profit_and_loss_income_statement_3566dae9__xlsx	xlsx	sheets	sheets/chartset-012/xlsx/080_Profit_and_loss_income_statement_3566dae9.xlsx	3	0.01	0.0033	0.01	3	0	ok		0	
0c662f5c948a7d81d32ffd833c5cc59421a5f522__docx	docx	words	words/done-007/docx/0c662f5c948a7d81d32ffd833c5cc59421a5f522.docx	1	0.01	0.0100	0.01	1	0	ok		1	odt-frame-r75
1244277 1 Comment__doc	doc	words	words/done-006/doc/1244277 1 Comment.doc	2	0.01	0.0050	0.01	1	0	ok		0	
AIRBUS_station_evaluation_checklist_v2__xlsx	xlsx	sheets	sheets/done-002/xlsx/AIRBUS_station_evaluation_checklist_v2.xlsx	1	0.01	0.0100	0.01	1	0	ok		0	
AMOC-Digital-Certificate-Publication-Report__xlsx	xlsx	sheets	sheets/done-010/xlsx/AMOC-Digital-Certificate-Publication-Report.xlsx	148	0.01	0.0001	0.01	63	0	ok		1	words-r58
Definitions commodity chains__pptx	pptx	slides	slides/done-001/pptx/Definitions commodity chains.pptx	4	0.01	0.0025	0.01	4	0	ok		0	
FAA-High-Level-Org-Chart__docx	docx	words	words/done-002/docx/FAA-High-Level-Org-Chart.docx	3	0.01	0.0033	0.01	2	0	ok		2	dotnet;words-rebase-02
License App Instructions 2-22__docx	docx	words	words/done-004/docx/License App Instructions 2-22.docx	3	0.01	0.0033	0.01	3	0	ok		0	
List-of-Members-August-2017__xlsx	xlsx	sheets	sheets/done-004/xlsx/List-of-Members-August-2017.xlsx	10	0.01	0.0010	0.01	4	0	ok		1	sheets-extra-01
P1636e__xls	xls	sheets	sheets/done-002/xls/P1636e.xls	2	0.01	0.0050	0.01	2	0	ok		0	
Published_Issuances_2024__xlsx	xlsx	sheets	sheets/done-006/xlsx/Published_Issuances_2024.xlsx	1	0.01	0.0100	0.01	1	0	ok		23	dotnet;pivot-fmt-r110;probes;sheet-default-r111;sheets-b011-01;sheets-clip-01
RPD 155 REDAC SCHEDULE 2014-04-02__xls	xls	sheets	sheets/done-001/xls/RPD 155 REDAC SCHEDULE 2014-04-02.xls	1	0.01	0.0100	0.01	1	0	ok		0	
Service-Bulletin-SDFNR5-April-25-2023-FNR-TRANSMISSION-LUBRICATION__docx	docx	words	words/done-001/docx/Service-Bulletin-SDFNR5-April-25-2023-FNR-TRANSMISSION-LUBRICATION.docx	1	0.01	0.0100	0.01	1	0	ok		0	
Special-Procedures_2025-07-10__xls	xls	sheets	sheets/done-010/xls/Special-Procedures_2025-07-10.xls	22	0.01	0.0005	0.01	1	0	ok		23	biff-reader-r98;chart-resid-r99;chart-types-r101;cond-format-r96;cond-format-r97;dotnet
advert-for-draft-decision-airbus-epr-bm3965ia-v006__doc	doc	words	words/done-001/doc/advert-for-draft-decision-airbus-epr-bm3965ia-v006.doc	2	0.01	0.0050	0.01	1	0	ok		0	
cacs-206-1751218225__docx	docx	words	words/done-006/docx/cacs-206-1751218225.docx	2	0.01	0.0050	0.01	1	0	ok		1	dotnet
chapter 12__doc	doc	words	words/done-007/doc/chapter 12.doc	12	0.01	0.0008	0.01	7	0	ok		2	fonts-r64;words-aschar-band
essd-16-3433-2024-t02__xlsx	xlsx	sheets	sheets/done-007/xlsx/essd-16-3433-2024-t02.xlsx	4	0.01	0.0025	0.01	1	0	ok		13	L6-sheets;dotnet;mismatch-classify-01;pivot-fmt-r110;sheet-default-r111;sheets-overflow-01
fishbone-diagram-template-ppt-1__pptx	pptx	slides	slides/done-001/pptx/fishbone-diagram-template-ppt-1.pptx	1	0.01	0.0100	0.01	1	0	ok		0	
permit-applications-determined-july-2015__xls	xls	sheets	sheets/done-004/xls/permit-applications-determined-july-2015.xls	1	0.01	0.0100	0.01	1	0	ok		0	
s33song-beverlyactproductionofdocuments__docx	docx	words	words/done-002/docx/s33song-beverlyactproductionofdocuments.docx	2	0.01	0.0050	0.01	1	0	ok		0	
wiley-cancelled-title-list__xlsx	xlsx	sheets	sheets/done-007/xlsx/wiley-cancelled-title-list.xlsx	60	0.01	0.0002	0.01	13	0	ok		5	cond-format-r96;dotnet;ods-notes-r92;ods-resid-r80;probes
(5000021142)-(subc0226)-criminology-subject-collection-list__xlsx	xlsx	sheets	sheets/done-002/xlsx/(5000021142)-(subc0226)-criminology-subject-collection-list.xlsx	3	0.00	0.0000	0.00	1	0	ok		0	
002_advanced_excel_line__xlsx	xlsx	sheets	sheets/chartset-001/xlsx/002_advanced_excel_line.xlsx	3	0.00	0.0000	0.00	1	0	ok		1	chart-axis-r87
002_advanced_powerpoint_column__pptx	pptx	slides	slides/chartset-003/pptx/002_advanced_powerpoint_column.pptx	1	0.00	0.0000	0.00	1	0	ok		5	chart-cat-reverse;slides-r60;slides-r62
003_advanced_excel_pie__xlsx	xlsx	sheets	sheets/chartset-002/xlsx/003_advanced_excel_pie.xlsx	3	0.00	0.0000	0.00	1	0	ok		61	chart-text-metafile;dotnet;ods-track-r88;sheets-r50-chartex;sheets-r51-bands;sheets-r53-totalsrow
006_advanced_excel_scatter__xlsx	xlsx	sheets	sheets/chartset-001/xlsx/006_advanced_excel_scatter.xlsx	3	0.00	0.0000	0.00	1	0	ok		0	
006_advanced_powerpoint_area__pptx	pptx	slides	slides/chartset-002/pptx/006_advanced_powerpoint_area.pptx	1	0.00	0.0000	0.00	1	0	ok		10	dotnet;slides-r60;slides-r62
007_advanced_powerpoint_scatter__pptx	pptx	slides	slides/chartset-002/pptx/007_advanced_powerpoint_scatter.pptx	1	0.00	0.0000	0.00	1	0	ok		0	
008_advanced_powerpoint_bubble__pptx	pptx	slides	slides/chartset-001/pptx/008_advanced_powerpoint_bubble.pptx	1	0.00	0.0000	0.00	1	0	ok		1	chart-vertical
009_Contextures_chart_sample_adcb3f6c__xlsx	xlsx	sheets	sheets/chartset-012/xlsx/009_Contextures_chart_sample_adcb3f6c.xlsx	12	0.00	0.0000	0.00	1	0	ok		0	
010_advanced_excel_line__xlsx	xlsx	sheets	sheets/chartset-004/xlsx/010_advanced_excel_line.xlsx	3	0.00	0.0000	0.00	1	0	ok		1	chart-smooth-r102
010_advanced_powerpoint_column__pptx	pptx	slides	slides/chartset-003/pptx/010_advanced_powerpoint_column.pptx	1	0.00	0.0000	0.00	1	0	ok		0	
011_Contextures_chart_sample_599b4392__xls	xls	sheets	sheets/chartset-006/xls/011_Contextures_chart_sample_599b4392.xls	4	0.00	0.0000	0.00	1	0	ok		3	ods-band-r75;quantise-r120
014_advanced_powerpoint_area__pptx	pptx	slides	slides/chartset-002/pptx/014_advanced_powerpoint_area.pptx	1	0.00	0.0000	0.00	1	0	ok		0	
015_advanced_powerpoint_scatter__pptx	pptx	slides	slides/chartset-001/pptx/015_advanced_powerpoint_scatter.pptx	1	0.00	0.0000	0.00	1	0	ok		0	
016_advanced_powerpoint_bubble__pptx	pptx	slides	slides/chartset-001/pptx/016_advanced_powerpoint_bubble.pptx	1	0.00	0.0000	0.00	1	0	ok		0	
018_advanced_excel_line__xlsx	xlsx	sheets	sheets/chartset-003/xlsx/018_advanced_excel_line.xlsx	3	0.00	0.0000	0.00	1	0	ok		0	
022_advanced_powerpoint_area__pptx	pptx	slides	slides/chartset-004/pptx/022_advanced_powerpoint_area.pptx	1	0.00	0.0000	0.00	1	0	ok		0	
023_advanced_powerpoint_scatter__pptx	pptx	slides	slides/chartset-002/pptx/023_advanced_powerpoint_scatter.pptx	1	0.00	0.0000	0.00	1	0	ok		0	
024_advanced_powerpoint_bubble__pptx	pptx	slides	slides/chartset-002/pptx/024_advanced_powerpoint_bubble.pptx	1	0.00	0.0000	0.00	1	0	ok		0	
026_advanced_excel_line__xlsx	xlsx	sheets	sheets/chartset-002/xlsx/026_advanced_excel_line.xlsx	3	0.00	0.0000	0.00	1	0	ok		0	
026_advanced_powerpoint_column__pptx	pptx	slides	slides/chartset-004/pptx/026_advanced_powerpoint_column.pptx	1	0.00	0.0000	0.00	1	0	ok		1	slides-r62
030_advanced_powerpoint_area__pptx	pptx	slides	slides/chartset-002/pptx/030_advanced_powerpoint_area.pptx	1	0.00	0.0000	0.00	1	0	ok		3	slides-r60;slides-r62
031_advanced_powerpoint_scatter__pptx	pptx	slides	slides/chartset-001/pptx/031_advanced_powerpoint_scatter.pptx	1	0.00	0.0000	0.00	1	0	ok		2	slides-r59;slides-r63
032_advanced_powerpoint_bubble__pptx	pptx	slides	slides/chartset-002/pptx/032_advanced_powerpoint_bubble.pptx	1	0.00	0.0000	0.00	1	0	ok		0	
033_Venn_Diagram_Template_Colored_Theme_2aea6697__docx	docx	words	words/chartset-006/docx/033_Venn_Diagram_Template_Colored_Theme_2aea6697.docx	1	0.00	0.0000	0.00	1	0	ok		0	
034_Venn_Diagram_Template_Customizable_Format_d14642b7__docx	docx	words	words/chartset-007/docx/034_Venn_Diagram_Template_Customizable_Format_d14642b7.docx	1	0.00	0.0000	0.00	1	0	ok		0	
034_advanced_excel_line__xlsx	xlsx	sheets	sheets/chartset-002/xlsx/034_advanced_excel_line.xlsx	3	0.00	0.0000	0.00	1	0	ok		0	
036_Venn_Diagram_Template_Fillable_Layout_3ffbba36__docx	docx	words	words/chartset-005/docx/036_Venn_Diagram_Template_Fillable_Layout_3ffbba36.docx	1	0.00	0.0000	0.00	1	0	ok		0	
039_Venn_Diagram_Template_Simple_Format_6f82661d__docx	docx	words	words/chartset-011/docx/039_Venn_Diagram_Template_Simple_Format_6f82661d.docx	1	0.00	0.0000	0.00	1	0	ok		0	
054_Problem_analysis_with_Pareto_chart_11058329__xlsx	xlsx	sheets	sheets/chartset-007/xlsx/054_Problem_analysis_with_Pareto_chart_11058329.xlsx	1	0.00	0.0000	0.00	1	0	ok		5	chart-rest-r104;sheets-r50-chartex
067_Basic_invoice_Use_this_template_1d35c3e9__xlsx	xlsx	sheets	sheets/chartset-005/xlsx/067_Basic_invoice_Use_this_template_1d35c3e9.xlsx	1	0.00	0.0000	0.00	1	0	ok		0	
073_Graph_paper_6e1a30eb__xlsx	xlsx	sheets	sheets/chartset-005/xlsx/073_Graph_paper_6e1a30eb.xlsx	4	0.00	0.0000	0.00	1	0	ok		0	
078_Modern_inventory_list_Use_this_template_41abd5bf__xlsx	xlsx	sheets	sheets/chartset-010/xlsx/078_Modern_inventory_list_Use_this_template_41abd5bf.xlsx	1	0.00	0.0000	0.00	1	0	ok		0	
083_Printable_Graph_Paper_Template_Customizable_Format_55ff93a3__docx	docx	words	words/chartset-005/docx/083_Printable_Graph_Paper_Template_Customizable_Format_55ff93a3.docx	1	0.00	0.0000	0.00	1	0	ok		0	
084_Service_invoice_Use_this_template_c92b43dc__xlsx	xlsx	sheets	sheets/chartset-010/xlsx/084_Service_invoice_Use_this_template_c92b43dc.xlsx	3	0.00	0.0000	0.00	1	0	ok		0	
088_Printable_Graph_Paper_Template_Quality_layout_33051f6e__docx	docx	words	words/chartset-006/docx/088_Printable_Graph_Paper_Template_Quality_layout_33051f6e.docx	1	0.00	0.0000	0.00	1	0	ok		1	variants
089_Vintage_inventory_list_Use_this_template_f616cac0__xlsx	xlsx	sheets	sheets/chartset-006/xlsx/089_Vintage_inventory_list_Use_this_template_f616cac0.xlsx	1	0.00	0.0000	0.00	1	0	ok		0	
090_Weekly_time_sheet_Use_this_template_0499cc43__xlsx	xlsx	sheets	sheets/chartset-007/xlsx/090_Weekly_time_sheet_Use_this_template_0499cc43.xlsx	1	0.00	0.0000	0.00	1	0	ok		0	
094_Business_Case_Template_Decent_Layout_e7722f2b__docx	docx	words	words/chartset-007/docx/094_Business_Case_Template_Decent_Layout_e7722f2b.docx	1	0.00	0.0000	0.00	1	0	ok		0	
099_Business_Case_Template_Gray_Theme_ac3edbf4__docx	docx	words	words/chartset-006/docx/099_Business_Case_Template_Gray_Theme_ac3edbf4.docx	1	0.00	0.0000	0.00	1	0	ok		0	
1245685 1 Comment__doc	doc	words	words/done-008/doc/1245685 1 Comment.doc	1	0.00	0.0000	0.00	1	0	ok		1	dotnet
16424782563923__xlsx	xlsx	sheets	sheets/done-001/xlsx/16424782563923.xlsx	3	0.00	0.0000	0.00	1	0	ok		0	
191216_Lesefassung_Nachtflugregelung__docx	docx	words	words/done-003/docx/191216_Lesefassung_Nachtflugregelung.docx	3	0.00	0.0000	0.00	1	0	ok		0	
2015-19 top 25 Arms producing companies data - to upload on website - FINAL_edit__xlsx	xlsx	sheets	sheets/done-008/xlsx/2015-19 top 25 Arms producing companies data - to upload on website - FINAL_edit.xlsx	19	0.00	0.0000	0.00	1	0	ok		0	
237287_0486190101_0486190101_geolink2neu__doc	doc	words	words/done-009/doc/237287_0486190101_0486190101_geolink2neu.doc	8	0.00	0.0000	0.00	1	0	ok		1	odf-rowpitch-r72
96-3-clement-data__doc	doc	words	words/done-003/doc/96-3-clement-data.doc	7	0.00	0.0000	0.00	1	0	ok		2	dotnet
A380MaenPressRel__doc	doc	words	words/done-009/doc/A380MaenPressRel.doc	3	0.00	0.0000	0.00	1	0	ok		1	fonts-r64
AFCforPtF-Digital-Certificate-Publication-Report__xlsx	xlsx	sheets	sheets/done-010/xlsx/AFCforPtF-Digital-Certificate-Publication-Report.xlsx	111	0.00	0.0000	0.00	1	0	ok		0	
Airplanes-MTOW__xls	xls	sheets	sheets/done-001/xls/Airplanes-MTOW.xls	6	0.00	0.0000	0.00	1	0	ok		0	
Aviation_Abbreviations__xlsx	xlsx	sheets	sheets/done-009/xlsx/Aviation_Abbreviations.xlsx	94	0.00	0.0000	0.00	1	0	ok		8	odf-rowpitch-r72;ods-resid-r80;sheets-clip-justify
BID_ACKNOWLEDGEMENT_FORM_FOR_A320__docx	docx	words	words/done-005/docx/BID_ACKNOWLEDGEMENT_FORM_FOR_A320.docx	2	0.00	0.0000	0.00	1	0	ok		2	dotnet
Background_Declaration_Template__xls	xls	sheets	sheets/done-005/xls/Background_Declaration_Template.xls	25	0.00	0.0000	0.00	1	0	ok		20	biff-condfmt-r97;biff-reader-r98;dotnet;ods-residue-r95;probes;sheet-border-r115
Bulletin-37-Appendix-2-immediate-detriment-data-request__xlsx	xlsx	sheets	sheets/done-003/xlsx/Bulletin-37-Appendix-2-immediate-detriment-data-request.xlsx	5	0.00	0.0000	0.00	1	0	ok		0	
CMTA_Airport_Transportation__docx	docx	words	words/done-001/docx/CMTA_Airport_Transportation.docx	1	0.00	0.0000	0.00	1	0	ok		0	
Estero Rotary Awards__xlsx	xlsx	sheets	sheets/done-004/xlsx/Estero Rotary Awards.xlsx	2	0.00	0.0000	0.00	1	0	ok		0	
FAA-2013-0422-0009_attachment_1__doc	doc	words	words/done-001/doc/FAA-2013-0422-0009_attachment_1.doc	7	0.00	0.0000	0.00	1	0	ok		0	
GLACIERBG.ETT__doc	doc	words	words/done-001/doc/GLACIERBG.ETT.doc	1	0.00	0.0000	0.00	1	0	ok		1	words-rebase-02
II.1.2_Hypoxia__doc	doc	words	words/done-003/doc/II.1.2_Hypoxia.doc	13	0.00	0.0000	0.00	1	0	ok		2	rtf-shape-r73;words-continuous-r72
Infotabelle_WLAN im Flugzeug__xlsx	xlsx	sheets	sheets/done-006/xlsx/Infotabelle_WLAN im Flugzeug.xlsx	4	0.00	0.0000	0.00	1	0	ok		9	sheets-clip-01;sheets-overflow-01;sheets-tagged-01;sheets-vision-02
LENTOBUSSIAIKATAULU.-31.10.-31.12.2022__doc	doc	words	words/done-001/doc/LENTOBUSSIAIKATAULU.-31.10.-31.12.2022.doc	1	0.00	0.0000	0.00	1	0	ok		0	
MinCh-Digital-Certificate-Publication-Report__xlsx	xlsx	sheets	sheets/done-012/xlsx/MinCh-Digital-Certificate-Publication-Report.xlsx	179	0.00	0.0000	0.00	1	0	ok		1	words-r58
PM-apeech-Handover-of-New-Airbus-Aircraft-for-Fiji-Airways-Dec.-15th__docx	docx	words	words/done-010/docx/PM-apeech-Handover-of-New-Airbus-Aircraft-for-Fiji-Airways-Dec.-15th.docx	5	0.00	0.0000	0.00	1	0	ok		0	
Patent Index 2024 - Top 100 applicants 2024__xlsx	xlsx	sheets	sheets/done-001/xlsx/Patent Index 2024 - Top 100 applicants 2024.xlsx	1	0.00	0.0000	0.00	1	0	ok		0	
Sample_PAO-PSO_91-113_Letter__docx	docx	words	words/done-001/docx/Sample_PAO-PSO_91-113_Letter.docx	1	0.00	0.0000	0.00	1	0	ok		0	
Travel-Cost-Estimate-Calculator__xlsx	xlsx	sheets	sheets/done-004/xlsx/Travel-Cost-Estimate-Calculator.xlsx	3	0.00	0.0000	0.00	1	0	ok		0	
Upload__hvv_Linie_150_2023__xlsx	xlsx	sheets	sheets/done-002/xlsx/Upload__hvv_Linie_150_2023.XLSX	1	0.00	0.0000	0.00	1	0	ok		0	
WEBSITE-RESOURCE-LIST-by-CATEGORY-4-6-18-341pm__xlsx	xlsx	sheets	sheets/done-002/xlsx/WEBSITE-RESOURCE-LIST-by-CATEGORY-4-6-18-341pm.xlsx	1	0.00	0.0000	0.00	1	0	ok		0	
aircraft_analysis-2018-06__xlsx	xlsx	sheets	sheets/done-011/xlsx/aircraft_analysis-2018-06.xlsx	42	0.00	0.0000	0.00	1	0	ok		4	odf-rowpitch-r72;ods-resid-r80
congregationalhistories_ky_2023__doc	doc	words	words/done-007/doc/congregationalhistories_ky_2023.doc	1	0.00	0.0000	0.00	1	0	ok		3	words-r55
diapo_6_fees_vous_etes_poctdoct_exterieur_a_luniv_v2_0_1__pptx	pptx	slides	slides/done-002/pptx/diapo_6_fees_vous_etes_poctdoct_exterieur_a_luniv_v2_0_1.pptx	1	0.00	0.0000	0.00	1	0	ok		1	slides-solog-01
